latitude,longitude,zoom,estado,cidade
-3.762155,-38.462129,17,Ceará,Fortaleza
-3.753146,-38.6333,17,Ceará,Fortaleza
-3.753146,-38.624291,17,Ceará,Fortaleza
-3.753146,-38.615282,17,Ceará,Fortaleza
-3.753146,-38.606273,17,Ceará,Fortaleza
-3.753146,-38.597264,17,Ceará,Fortaleza
-3.753146,-38.588255,17,Ceará,Fortaleza
-3.753146,-38.579246,17,Ceará,Fortaleza
-3.753146,-38.570237,17,Ceará,Fortaleza
-3.753146,-38.561228,17,Ceará,Fortaleza
-3.753146,-38.552219,17,Ceará,Fortaleza
-3.753146,-38.54321,17,Ceará,Fortaleza
-3.753146,-38.534201,17,Ceará,Fortaleza
-3.753146,-38.525192,17,Ceará,Fortaleza
-3.753146,-38.516183,17,Ceará,Fortaleza
-3.753146,-38.507174,17,Ceará,Fortaleza
-3.753146,-38.498165,17,Ceará,Fortaleza
-3.753146,-38.489156,17,Ceará,Fortaleza
-3.753146,-38.480147,17,Ceará,Fortaleza
-3.753146,-38.471138,17,Ceará,Fortaleza
-3.753146,-38.462129,17,Ceará,Fortaleza
-3.744137,-38.6333,17,Ceará,Fortaleza
-3.744137,-38.624291,17,Ceará,Fortaleza
-3.744137,-38.615282,17,Ceará,Fortaleza
-3.744137,-38.606273,17,Ceará,Fortaleza
-3.744137,-38.597264,17,Ceará,Fortaleza
-3.744137,-38.588255,17,Ceará,Fortaleza
-3.744137,-38.579246,17,Ceará,Fortaleza
-3.744137,-38.570237,17,Ceará,Fortaleza
-3.744137,-38.561228,17,Ceará,Fortaleza
-3.744137,-38.552219,17,Ceará,Fortaleza
-3.744137,-38.54321,17,Ceará,Fortaleza
-3.744137,-38.534201,17,Ceará,Fortaleza
-3.744137,-38.525192,17,Ceará,Fortaleza
-3.744137,-38.516183,17,Ceará,Fortaleza
-3.744137,-38.507174,17,Ceará,Fortaleza
-3.744137,-38.498165,17,Ceará,Fortaleza
-3.744137,-38.489156,17,Ceará,Fortaleza
-3.744137,-38.480147,17,Ceará,Fortaleza
-3.744137,-38.471138,17,Ceará,Fortaleza
-3.744137,-38.462129,17,Ceará,Fortaleza
-3.735128,-38.6333,17,Ceará,Fortaleza
-3.735128,-38.624291,17,Ceará,Fortaleza
-3.735128,-38.615282,17,Ceará,Fortaleza
-3.735128,-38.606273,17,Ceará,Fortaleza
-3.735128,-38.597264,17,Ceará,Fortaleza
-3.735128,-38.588255,17,Ceará,Fortaleza
-3.735128,-38.579246,17,Ceará,Fortaleza
-3.735128,-38.570237,17,Ceará,Fortaleza
-3.735128,-38.561228,17,Ceará,Fortaleza
-3.735128,-38.552219,17,Ceará,Fortaleza
-3.735128,-38.54321,17,Ceará,Fortaleza
-3.735128,-38.534201,17,Ceará,Fortaleza
-3.735128,-38.525192,17,Ceará,Fortaleza
-3.735128,-38.516183,17,Ceará,Fortaleza
-3.735128,-38.507174,17,Ceará,Fortaleza
-3.735128,-38.498165,17,Ceará,Fortaleza
-3.735128,-38.489156,17,Ceará,Fortaleza
-3.735128,-38.480147,17,Ceará,Fortaleza
-3.735128,-38.471138,17,Ceará,Fortaleza
-3.735128,-38.462129,17,Ceará,Fortaleza
-3.726119,-38.6333,17,Ceará,Fortaleza
-3.726119,-38.624291,17,Ceará,Fortaleza
-3.726119,-38.615282,17,Ceará,Fortaleza
-3.726119,-38.606273,17,Ceará,Fortaleza
-3.726119,-38.597264,17,Ceará,Fortaleza
-3.726119,-38.588255,17,Ceará,Fortaleza
-3.726119,-38.579246,17,Ceará,Fortaleza
-3.726119,-38.570237,17,Ceará,Fortaleza
-3.726119,-38.561228,17,Ceará,Fortaleza
-3.726119,-38.552219,17,Ceará,Fortaleza
-3.726119,-38.54321,17,Ceará,Fortaleza
-3.726119,-38.534201,17,Ceará,Fortaleza
-3.726119,-38.525192,17,Ceará,Fortaleza
-3.726119,-38.516183,17,Ceará,Fortaleza
-3.726119,-38.507174,17,Ceará,Fortaleza
-3.726119,-38.498165,17,Ceará,Fortaleza
-3.726119,-38.489156,17,Ceará,Fortaleza
-3.726119,-38.480147,17,Ceará,Fortaleza
-3.726119,-38.471138,17,Ceará,Fortaleza
-3.726119,-38.462129,17,Ceará,Fortaleza
-3.71711,-38.6333,17,Ceará,Fortaleza
-3.71711,-38.624291,17,Ceará,Fortaleza
-3.71711,-38.615282,17,Ceará,Fortaleza
-3.71711,-38.606273,17,Ceará,Fortaleza
-3.71711,-38.597264,17,Ceará,Fortaleza
-3.71711,-38.588255,17,Ceará,Fortaleza
-3.71711,-38.579246,17,Ceará,Fortaleza
-3.71711,-38.570237,17,Ceará,Fortaleza
-3.71711,-38.561228,17,Ceará,Fortaleza
-3.71711,-38.552219,17,Ceará,Fortaleza
-3.71711,-38.54321,17,Ceará,Fortaleza
-3.71711,-38.534201,17,Ceará,Fortaleza
-3.71711,-38.525192,17,Ceará,Fortaleza
-3.71711,-38.516183,17,Ceará,Fortaleza
-3.71711,-38.507174,17,Ceará,Fortaleza
-3.71711,-38.498165,17,Ceará,Fortaleza
-3.71711,-38.489156,17,Ceará,Fortaleza
-3.71711,-38.480147,17,Ceará,Fortaleza
-3.71711,-38.471138,17,Ceará,Fortaleza
-3.71711,-38.462129,17,Ceará,Fortaleza
-3.708101,-38.6333,17,Ceará,Fortaleza
-3.708101,-38.624291,17,Ceará,Fortaleza
-3.708101,-38.615282,17,Ceará,Fortaleza
-3.708101,-38.606273,17,Ceará,Fortaleza
-3.708101,-38.597264,17,Ceará,Fortaleza
-3.708101,-38.588255,17,Ceará,Fortaleza
-3.708101,-38.579246,17,Ceará,Fortaleza
-3.708101,-38.570237,17,Ceará,Fortaleza
-3.708101,-38.561228,17,Ceará,Fortaleza
-3.708101,-38.552219,17,Ceará,Fortaleza
-3.708101,-38.54321,17,Ceará,Fortaleza
-3.708101,-38.534201,17,Ceará,Fortaleza
-3.708101,-38.525192,17,Ceará,Fortaleza
-3.708101,-38.516183,17,Ceará,Fortaleza
-3.708101,-38.507174,17,Ceará,Fortaleza
-3.708101,-38.498165,17,Ceará,Fortaleza
-3.708101,-38.489156,17,Ceará,Fortaleza
-3.708101,-38.480147,17,Ceará,Fortaleza
-3.708101,-38.471138,17,Ceará,Fortaleza
-3.708101,-38.462129,17,Ceará,Fortaleza
-3.699092,-38.6333,17,Ceará,Fortaleza
-3.699092,-38.624291,17,Ceará,Fortaleza
-3.699092,-38.615282,17,Ceará,Fortaleza
-3.699092,-38.606273,17,Ceará,Fortaleza
-3.699092,-38.597264,17,Ceará,Fortaleza
-3.699092,-38.588255,17,Ceará,Fortaleza
-3.699092,-38.579246,17,Ceará,Fortaleza
-3.699092,-38.570237,17,Ceará,Fortaleza
-3.699092,-38.561228,17,Ceará,Fortaleza
-3.699092,-38.552219,17,Ceará,Fortaleza
-3.699092,-38.54321,17,Ceará,Fortaleza
-3.699092,-38.534201,17,Ceará,Fortaleza
-3.699092,-38.525192,17,Ceará,Fortaleza
-3.699092,-38.516183,17,Ceará,Fortaleza
-3.699092,-38.507174,17,Ceará,Fortaleza
-3.699092,-38.498165,17,Ceará,Fortaleza
-3.699092,-38.489156,17,Ceará,Fortaleza
-3.699092,-38.480147,17,Ceará,Fortaleza
-3.699092,-38.471138,17,Ceará,Fortaleza
-3.699092,-38.462129,17,Ceará,Fortaleza
-3.690083,-38.6333,17,Ceará,Fortaleza
-3.690083,-38.624291,17,Ceará,Fortaleza
-3.690083,-38.615282,17,Ceará,Fortaleza
-3.690083,-38.606273,17,Ceará,Fortaleza
-3.690083,-38.597264,17,Ceará,Fortaleza
-3.690083,-38.588255,17,Ceará,Fortaleza
-3.690083,-38.579246,17,Ceará,Fortaleza
-3.690083,-38.570237,17,Ceará,Fortaleza
-3.690083,-38.561228,17,Ceará,Fortaleza
-3.690083,-38.552219,17,Ceará,Fortaleza
-3.690083,-38.54321,17,Ceará,Fortaleza
-3.690083,-38.534201,17,Ceará,Fortaleza
-3.690083,-38.525192,17,Ceará,Fortaleza
-3.690083,-38.516183,17,Ceará,Fortaleza
-3.690083,-38.507174,17,Ceará,Fortaleza
-3.690083,-38.498165,17,Ceará,Fortaleza
-3.690083,-38.489156,17,Ceará,Fortaleza
-3.690083,-38.480147,17,Ceará,Fortaleza
-3.690083,-38.471138,17,Ceará,Fortaleza
-3.690083,-38.462129,17,Ceará,Fortaleza
-3.681074,-38.6333,17,Ceará,Fortaleza
-3.681074,-38.624291,17,Ceará,Fortaleza
-3.681074,-38.615282,17,Ceará,Fortaleza
-3.681074,-38.606273,17,Ceará,Fortaleza
-3.681074,-38.597264,17,Ceará,Fortaleza
-3.681074,-38.588255,17,Ceará,Fortaleza
-3.681074,-38.579246,17,Ceará,Fortaleza
-3.681074,-38.570237,17,Ceará,Fortaleza
-3.681074,-38.561228,17,Ceará,Fortaleza
-3.681074,-38.552219,17,Ceará,Fortaleza
-3.681074,-38.54321,17,Ceará,Fortaleza
-3.681074,-38.534201,17,Ceará,Fortaleza
-3.681074,-38.525192,17,Ceará,Fortaleza
-3.681074,-38.516183,17,Ceará,Fortaleza
-3.681074,-38.507174,17,Ceará,Fortaleza
-3.681074,-38.498165,17,Ceará,Fortaleza
-3.681074,-38.489156,17,Ceará,Fortaleza
-3.681074,-38.480147,17,Ceará,Fortaleza
-3.681074,-38.471138,17,Ceará,Fortaleza
-3.681074,-38.462129,17,Ceará,Fortaleza
-3.672065,-38.6333,17,Ceará,Fortaleza
-3.672065,-38.624291,17,Ceará,Fortaleza
-3.672065,-38.615282,17,Ceará,Fortaleza
-3.672065,-38.606273,17,Ceará,Fortaleza
-3.672065,-38.597264,17,Ceará,Fortaleza
-3.672065,-38.588255,17,Ceará,Fortaleza
-3.672065,-38.579246,17,Ceará,Fortaleza
-3.672065,-38.570237,17,Ceará,Fortaleza
-3.672065,-38.561228,17,Ceará,Fortaleza
-3.672065,-38.552219,17,Ceará,Fortaleza
-3.672065,-38.54321,17,Ceará,Fortaleza
-3.672065,-38.534201,17,Ceará,Fortaleza
-3.672065,-38.525192,17,Ceará,Fortaleza
-3.672065,-38.516183,17,Ceará,Fortaleza
-3.672065,-38.507174,17,Ceará,Fortaleza
-3.672065,-38.498165,17,Ceará,Fortaleza
-3.672065,-38.489156,17,Ceará,Fortaleza
-3.672065,-38.480147,17,Ceará,Fortaleza
-3.672065,-38.471138,17,Ceará,Fortaleza
-3.672065,-38.462129,17,Ceará,Fortaleza
-3.663056,-38.6333,17,Ceará,Fortaleza
-3.663056,-38.624291,17,Ceará,Fortaleza
-3.663056,-38.615282,17,Ceará,Fortaleza
-3.663056,-38.606273,17,Ceará,Fortaleza
-3.663056,-38.597264,17,Ceará,Fortaleza
-3.663056,-38.588255,17,Ceará,Fortaleza
-3.663056,-38.579246,17,Ceará,Fortaleza
-3.663056,-38.570237,17,Ceará,Fortaleza
-3.663056,-38.561228,17,Ceará,Fortaleza
-3.663056,-38.552219,17,Ceará,Fortaleza
-3.663056,-38.54321,17,Ceará,Fortaleza
-3.663056,-38.534201,17,Ceará,Fortaleza
-3.663056,-38.525192,17,Ceará,Fortaleza
-3.663056,-38.516183,17,Ceará,Fortaleza
-3.663056,-38.507174,17,Ceará,Fortaleza
-3.663056,-38.498165,17,Ceará,Fortaleza
-3.663056,-38.489156,17,Ceará,Fortaleza
-3.663056,-38.480147,17,Ceará,Fortaleza
-3.663056,-38.471138,17,Ceará,Fortaleza
-3.663056,-38.462129,17,Ceará,Fortaleza
-3.654047,-38.6333,17,Ceará,Fortaleza
-3.654047,-38.624291,17,Ceará,Fortaleza
-3.654047,-38.615282,17,Ceará,Fortaleza
-3.654047,-38.606273,17,Ceará,Fortaleza
-3.654047,-38.597264,17,Ceará,Fortaleza
-3.654047,-38.588255,17,Ceará,Fortaleza
-3.654047,-38.579246,17,Ceará,Fortaleza
-3.654047,-38.570237,17,Ceará,Fortaleza
-3.654047,-38.561228,17,Ceará,Fortaleza
-3.654047,-38.552219,17,Ceará,Fortaleza
-3.654047,-38.54321,17,Ceará,Fortaleza
-3.654047,-38.534201,17,Ceará,Fortaleza
-3.654047,-38.525192,17,Ceará,Fortaleza
-3.654047,-38.516183,17,Ceará,Fortaleza
-3.654047,-38.507174,17,Ceará,Fortaleza
-3.654047,-38.498165,17,Ceará,Fortaleza
-3.654047,-38.489156,17,Ceará,Fortaleza
-3.654047,-38.480147,17,Ceará,Fortaleza
-3.654047,-38.471138,17,Ceará,Fortaleza
-3.654047,-38.462129,17,Ceará,Fortaleza
-3.645038,-38.6333,17,Ceará,Fortaleza
-3.645038,-38.624291,17,Ceará,Fortaleza
-3.645038,-38.615282,17,Ceará,Fortaleza
-3.645038,-38.606273,17,Ceará,Fortaleza
-3.645038,-38.597264,17,Ceará,Fortaleza
-3.645038,-38.588255,17,Ceará,Fortaleza
-3.645038,-38.579246,17,Ceará,Fortaleza
-3.645038,-38.570237,17,Ceará,Fortaleza
-3.645038,-38.561228,17,Ceará,Fortaleza
-3.645038,-38.552219,17,Ceará,Fortaleza
-3.645038,-38.54321,17,Ceará,Fortaleza
-3.645038,-38.534201,17,Ceará,Fortaleza
-3.645038,-38.525192,17,Ceará,Fortaleza
-3.645038,-38.516183,17,Ceará,Fortaleza
-3.645038,-38.507174,17,Ceará,Fortaleza
-3.645038,-38.498165,17,Ceará,Fortaleza
-3.645038,-38.489156,17,Ceará,Fortaleza
-3.645038,-38.480147,17,Ceará,Fortaleza
-3.645038,-38.471138,17,Ceará,Fortaleza
-3.645038,-38.462129,17,Ceará,Fortaleza
-3.636029,-38.6333,17,Ceará,Fortaleza
-3.636029,-38.624291,17,Ceará,Fortaleza
-3.636029,-38.615282,17,Ceará,Fortaleza
-3.636029,-38.606273,17,Ceará,Fortaleza
-3.636029,-38.597264,17,Ceará,Fortaleza
-3.636029,-38.588255,17,Ceará,Fortaleza
-3.636029,-38.579246,17,Ceará,Fortaleza
-3.636029,-38.570237,17,Ceará,Fortaleza
-3.636029,-38.561228,17,Ceará,Fortaleza
-3.636029,-38.552219,17,Ceará,Fortaleza
-3.636029,-38.54321,17,Ceará,Fortaleza
-3.636029,-38.534201,17,Ceará,Fortaleza
-3.636029,-38.525192,17,Ceará,Fortaleza
-3.636029,-38.516183,17,Ceará,Fortaleza
-3.636029,-38.507174,17,Ceará,Fortaleza
-3.636029,-38.498165,17,Ceará,Fortaleza
-3.636029,-38.489156,17,Ceará,Fortaleza
-3.636029,-38.480147,17,Ceará,Fortaleza
-3.636029,-38.471138,17,Ceará,Fortaleza
-3.636029,-38.462129,17,Ceará,Fortaleza
-3.7778,-38.7008,16,Ceará,Caucaia
-3.7778,-38.682782,16,Ceará,Caucaia
-3.7778,-38.664764,16,Ceará,Caucaia
-3.7778,-38.646746,16,Ceará,Caucaia
-3.7778,-38.628728,16,Ceará,Caucaia
-3.759782,-38.7008,16,Ceará,Caucaia
-3.759782,-38.682782,16,Ceará,Caucaia
-3.759782,-38.664764,16,Ceará,Caucaia
-3.759782,-38.646746,16,Ceará,Caucaia
-3.759782,-38.628728,16,Ceará,Caucaia
-3.741764,-38.7008,16,Ceará,Caucaia
-3.741764,-38.682782,16,Ceará,Caucaia
-3.741764,-38.664764,16,Ceará,Caucaia
-3.741764,-38.646746,16,Ceará,Caucaia
-3.741764,-38.628728,16,Ceará,Caucaia
-3.723746,-38.7008,16,Ceará,Caucaia
-3.723746,-38.682782,16,Ceará,Caucaia
-3.723746,-38.664764,16,Ceará,Caucaia
-3.723746,-38.646746,16,Ceará,Caucaia
-3.723746,-38.628728,16,Ceará,Caucaia
-3.705728,-38.7008,16,Ceará,Caucaia
-3.705728,-38.682782,16,Ceará,Caucaia
-3.705728,-38.664764,16,Ceará,Caucaia
-3.705728,-38.646746,16,Ceará,Caucaia
-3.705728,-38.628728,16,Ceará,Caucaia
-7.2583,-39.36,16,Ceará,Juazeiro do Norte
-7.2583,-39.341982,16,Ceará,Juazeiro do Norte
-7.2583,-39.323964,16,Ceará,Juazeiro do Norte
-7.2583,-39.305946,16,Ceará,Juazeiro do Norte
-7.2583,-39.287928,16,Ceará,Juazeiro do Norte
-7.240282,-39.36,16,Ceará,Juazeiro do Norte
-7.240282,-39.341982,16,Ceará,Juazeiro do Norte
-7.240282,-39.323964,16,Ceará,Juazeiro do Norte
-7.240282,-39.305946,16,Ceará,Juazeiro do Norte
-7.240282,-39.287928,16,Ceará,Juazeiro do Norte
-7.222264,-39.36,16,Ceará,Juazeiro do Norte
-7.222264,-39.341982,16,Ceará,Juazeiro do Norte
-7.222264,-39.323964,16,Ceará,Juazeiro do Norte
-7.222264,-39.305946,16,Ceará,Juazeiro do Norte
-7.222264,-39.287928,16,Ceará,Juazeiro do Norte
-7.204246,-39.36,16,Ceará,Juazeiro do Norte
-7.204246,-39.341982,16,Ceará,Juazeiro do Norte
-7.204246,-39.323964,16,Ceará,Juazeiro do Norte
-7.204246,-39.305946,16,Ceará,Juazeiro do Norte
-7.204246,-39.287928,16,Ceará,Juazeiro do Norte
-7.186228,-39.36,16,Ceará,Juazeiro do Norte
-7.186228,-39.341982,16,Ceará,Juazeiro do Norte
-7.186228,-39.323964,16,Ceará,Juazeiro do Norte
-7.186228,-39.305946,16,Ceará,Juazeiro do Norte
-7.186228,-39.287928,16,Ceará,Juazeiro do Norte
-3.9228,-38.6703,16,Ceará,Maracanaú
-3.9228,-38.652282,16,Ceará,Maracanaú
-3.9228,-38.634264,16,Ceará,Maracanaú
-3.9228,-38.616246,16,Ceará,Maracanaú
-3.9228,-38.598228,16,Ceará,Maracanaú
-3.904782,-38.6703,16,Ceará,Maracanaú
-3.904782,-38.652282,16,Ceará,Maracanaú
-3.904782,-38.634264,16,Ceará,Maracanaú
-3.904782,-38.616246,16,Ceará,Maracanaú
-3.904782,-38.598228,16,Ceará,Maracanaú
-3.886764,-38.6703,16,Ceará,Maracanaú
-3.886764,-38.652282,16,Ceará,Maracanaú
-3.886764,-38.634264,16,Ceará,Maracanaú
-3.886764,-38.616246,16,Ceará,Maracanaú
-3.886764,-38.598228,16,Ceará,Maracanaú
-3.868746,-38.6703,16,Ceará,Maracanaú
-3.868746,-38.652282,16,Ceará,Maracanaú
-3.868746,-38.634264,16,Ceará,Maracanaú
-3.868746,-38.616246,16,Ceará,Maracanaú
-3.868746,-38.598228,16,Ceará,Maracanaú
-3.850728,-38.6703,16,Ceará,Maracanaú
-3.850728,-38.652282,16,Ceará,Maracanaú
-3.850728,-38.634264,16,Ceará,Maracanaú
-3.850728,-38.616246,16,Ceará,Maracanaú
-3.850728,-38.598228,16,Ceará,Maracanaú
-3.7341,-40.3932,16,Ceará,Sobral
-3.7341,-40.375182,16,Ceará,Sobral
-3.7341,-40.357164,16,Ceará,Sobral
-3.7341,-40.339146,16,Ceará,Sobral
-3.7341,-40.321128,16,Ceará,Sobral
-3.716082,-40.3932,16,Ceará,Sobral
-3.716082,-40.375182,16,Ceará,Sobral
-3.716082,-40.357164,16,Ceará,Sobral
-3.716082,-40.339146,16,Ceará,Sobral
-3.716082,-40.321128,16,Ceará,Sobral
-3.698064,-40.3932,16,Ceará,Sobral
-3.698064,-40.375182,16,Ceará,Sobral
-3.698064,-40.357164,16,Ceará,Sobral
-3.698064,-40.339146,16,Ceará,Sobral
-3.698064,-40.321128,16,Ceará,Sobral
-3.680046,-40.3932,16,Ceará,Sobral
-3.680046,-40.375182,16,Ceará,Sobral
-3.680046,-40.357164,16,Ceará,Sobral
-3.680046,-40.339146,16,Ceará,Sobral
-3.680046,-40.321128,16,Ceará,Sobral
-3.662028,-40.3932,16,Ceará,Sobral
-3.662028,-40.375182,16,Ceará,Sobral
-3.662028,-40.357164,16,Ceará,Sobral
-3.662028,-40.339146,16,Ceará,Sobral
-3.662028,-40.321128,16,Ceará,Sobral
